//金庸群侠传X资源字符串，版本：1.4，作者：SoftMgr
//如果要修改（或翻译），规则如下：
//1.本资源文件中的所有字符串都可以修改，但最好是保留原格式。
//2.lua文件理论上可以全部修改，但需要检查与本资源文件的一致性。
//3.resource.xml文件中包含的路径（即包含“/”字符的字符串），注意修改后的文件是否存在以及与index.xml的一致性。
//4.items.xml文件的“trigger name”和“require name”不能修改。
//5.未特别说明的xml文件理论上都可以修改，但需要检查与本资源文件的一致性。
//6.xml文件全部修改完成后，注意检查与本资源文件的一致性。
//////////////////以下为资源字符串//////////////////
126,少侠说笑了，有元宝再来吧。
127,天外陨铁
128,{0}#[[yellow:装备锻造升级成功！]]
129,{0}#【{1}】获得新的附加效果：\n[[yellow:{2}]]
130,{0}#装备锻造升级失败..
131,【全体男性队友】离开队伍。
132,【全体女性队友】离开队伍。
133,【{0}】暂时离开队伍。
134,【{0}】回到队伍。
135,【{0}】回到随队行动（非战斗角色）。
136,【{0}】永久离开队伍。
137,【{0}】暂时离开队伍。(共离开{1}人)
138,【{0}】回到队伍。(共{1}人)
139,【{0}】回到随队行动（非战斗角色）。(共{1}人)
140,【{0}】永久离开队伍。(共离开{1}人)
141,【{0}】指令执行失败
142,已退出门派【{0}】。
143,已将大地图云彩设置为【隐藏】。
144,已将大地图云彩设置为【显示】。
145,没有可召回的队友
146,{0}#选择你要召回队伍的队友。#{1}#[[yellow:离开]]
147,没有角色好感度＞50
148,{0}#角色好感度一览（共{1}人）#{2}#[[yellow:离开]]
149,{0}|队伍中没有此人物：{1}
150,{0}#后宫一览（共{1}人）#{2}#[[yellow:离开]]
151,等级:{0}\n攻:{1}\n韧:{2}\n防:{3}
152,随机
153,主性格
154,副性格
155,{0}#角色性格一览（共{1}人）#{2}#[[yellow:离开]]
156,{0}#没有找到该角色：[[red:{1}]]
157,野球拳
158,屌丝
159,博览群书
160,武学奇才
161,鬼魅
162,清心
163,清风
164,软猬宝甲
165,普照
166,无相
167,琴胆剑心
168,医仙
169,救死扶伤
170,哀歌
171,悲酥清风
172,嗜酒如命
173,百穴归一
174,右臂有伤
175,魔神降临
176,百变千幻
177,倚天屠龙
178,光明圣火阵
179,令狐冲的怪病
180,轻功大师
181,直捣黄龙
182,寸长寸强
183,吴钩霜雪
184,心眼通明
185,百毒不侵
186,金刚伏魔圈
187,轻功高超
188,瘸子
189,毒素抗性
190,五行阵
191,夫妻同心
192,金刚
193,混元一气
194,奋战
195,好色
196,神雕大侠
197,雪山飞狐
198,阴谋家
199,孤独求败
200,太极高手
201,太极宗师
202,臭蛤蟆
203,猎人
204,金钟罩
205,阉人
206,怒不可遏
207,暴躁
208,精打细算
209,精明
210,黑天死炎
211,宝甲
212,神经病
213,鲁莽
214,攀云乘龙
215,灵心慧质
216,异世人
217,草头百姓
218,不稳定的六脉神剑
219,铁拳无双
220,追魂
221,诸般封印
222,剑封印
223,刀封印
224,拳掌封印
225,奇门封印
226,仙术封印
227,寒冰真气
228,阴阳
229,自我主义
230,大小姐
231,破甲
232,芷若的眷念
233,臭叫花
234,铁骨墨萼
235,御剑
236,御风
237,俗家弟子
238,北冥真气
239,老江湖
240,左手剑
241,神兵
242,苦命儿
243,阴毒
244,狗杂种
245,乾坤大挪移奥义
246,乾坤大挪移
247,飞向天际
248,真武七截阵
249,段王爷的电眼
250,奇门遁甲
251,赵敏的眷念
252,鹿鼎.一品鹿鼎公
253,神行百变
254,铁口直断
255,锐眼
256,白内障
257,飘然
258,沾衣十八跌
259,鲲跃北溟
260,伤口撕裂
261,摧筋破骨
262,峨眉宗师
263,刚柔并济
264,易经伐髓
265,天龙.盖世英雄
266,铁剑掌门
267,射雕英雄
268,玲珑璇玑
269,大理世家
270,至空至明
271,无形剑气
272,斗转星移
273,情花奇毒
274,不老长春
275,死生茫茫
276,八卦阵
277,北冥神功
278,化功大法
279,吸星大法
280,玄门罡气
281,墨家传人
282,幽居
283,左右互搏
284,素心神剑
285,斗魂
286,慕容世家
287,万年长春
288,血海魔功
289,血魔刀法
290,嗜血狂魔
291,毒系精通
292,毒圣
293,我是疯子
294,金蛇郎君
295,金蛇狂舞
296,浪子剑客
297,神拳无敌
298,吴侬软语
299,军阵
300,木婉清的眷恋
301,长平公主的眷恋
302,碎裂的怒吼
303,越女剑
304,百足之虫
305,真气护体
306,无尽斗志
307,我就是神
308,天道轮回
309,隔空取物
310,妙手仁心
311,至刚至阳
312,神.铁拳无双
313,否极泰来
314,拳掌增益
315,剑法增益
316,刀法增益
317,奇门增益
318,拳系装备
319,剑系装备
320,刀系装备
321,奇门装备
322,仙术装备
323,基本内功
324,北丑
325,江湖{0}年{1}月{2}日{3}时
326,江湖{0}年{1}月{2}日
327,{0}天
328,{0}个时辰
329,南贤居
330,等级 {2}\n生命 {4}/{5}\n内力 {6}/{7}\n经验 {3}\n攻击 {0}\n韧性 {1}\n防御 {8}
331,残章
332,【稀有】神秘的武学残章，能够永久提高{0}的等级上限1级。\n注：本物品将提高全存档的该项武学等级上限，战斗胜利获得的武学残章将被自动使用。
333,物品.剑谱
334,江湖宵小#小有名气#成名高手#威震四方#惊世骇俗#天人合一
335,请选择战斗模式..
336,请选择战斗难度..
337,黑玉断续膏
338,成就
339,元宝
340,银两
341,{0}#这是你在第【{1}】关【{2}】所获得的奖励！
342,{0}#获得{1}。
343,{0}#恭喜你取得了胜利！你本场战斗获得成就【{1}】！
344,{0}#恭喜你取得了胜利！你本场战斗的奖励为{1}！
345,{0}#恭喜你挑战天关【{1}】成功！
346,{0}#恭喜你取得了胜利！你本场战斗获得成就【{1}】！
347,{0}#恭喜你取得了胜利！你本场战斗的奖励为{1}！
348,{0}#截止目前，你的奖励有：
349,{0}#要继续挑战下一关吗？\n【{1}】#挑战！（注意：下一场战斗失败则失去所有奖励！）#算了，拿着现在的奖励走人吧。
350,{0}#你已经无人可以应战了，我只能强制结束本次天关挑战了！
351,{0}#知难而退，也是一种勇气！
352,{0}#哦！你挂了。于是你毛都没有得到。
353,新手礼包-大蟠桃
354,佛光普照
355,百变千幻云雾十三式秘籍
356,反两仪刀法
357,伏魔杖法
358,灭仙爪
359,倚天剑
360,屠龙刀
361,打狗棒
362,血刀
363,仙丽雅的项链
364,李延宗的项链
365,王语嫣的武学概要
366,神木王鼎
367,不老长春功法
368,王母蟠桃
369,道家仙丹
370,素心神剑心得
371,太极心得手抄本
372,乾坤大挪移心法
373,易筋经
374,厚黑学
375,武穆遗书
376,笑傲江湖曲
377,真葵花宝典
378,{0}通过试炼之地。
379,{0}|指令有误：\n<color=red>{1} {2}</color>
380,选择要洗练的装备
381,选择你要洗练的属性
382,<color=yellow>不替换了({0})</color>
383,选择你要替换的属性
384,孔八拉#所有人都已经通过试炼之所的挑战！那么退你银子好了……
385,小混混#小混混2#小混混3#小混混4#无量剑弟子#全真派入门弟子#童姥使者#明教徒#峨眉弟子#青城弟子#全真派弟子#天龙门弟子#丐帮弟子#五毒教弟子#青城女弟子#华山女弟子#星宿弟子#嵩山弟子#嵩山女弟子#华山弟子#少林小和尚#血刀弟子#合欢宗弟子#神水宫弟子#修罗宫弟子#石梁派弟子#蜀山弟子#蜀山男弟子#白苗族士兵#琼华弟子#梦貘族人
386,可选择{0}人
387,已选择{0}人
388,【{0}】(消耗武学常识:{1}){2}
389,<color=black>等级 {0}/{1}</color>\n<color=black>经验 {2}/{3}</color>\n<color=red>+攻击 {4}%</color>\n<color=green>+防御 {5}%</color>\n<color=yellow>+爆发 {6}%</color>\n<color=cyan>阴适性 {7}</color>\n<color=yellow>阳适性 {8}</color>\n
390,被动增益:
391,<color=red>(×)({1}级解锁){0}</color>
392,<color=red>(×)({0}级解锁)???</color>
393,<color=green>(√)({1}级解锁){0}</color>
394,<color=black>等级 {0}/{1}</color>\n<color=black>经验 {2}/{3}</color>\n<color=red>威力 {4}</color>\n<color=black>覆盖类型 {5}</color>\n<color=black>覆盖范围 {6}</color>\n<color=black>施展范围 {7}</color>\n<color=cyan>消耗内力 {8}</color>\n
395,<color=green>技能CD {0}/{1}</color>\n
396,<color=red>技能CD {0}/{1}</color>\n
397,<color=green>适性:阴阳调和</color>\n
398,<color=black>适性:无</color>\n
399,<color=yellow>适性:阳{0}%</color>\n
400,<color=cyan>适性:阴{0}%</color>\n
401,<color=red>(×)({1}级解锁){0}</color>
402,<color=red>(×)({0}级解锁)???</color>
403,<color=green>(√)({1}级解锁){0}</color>
404,<color=white>所属武学</color> <color=red>{0}</color>\n<color=white>绝技解锁等级</color> <color=red>{1}</color>\n\n{2}\n<color=red>威力 {3}</color>\n<color=black>覆盖类型 {4}</color>\n<color=black>覆盖范围 {5}</color>\n<color=black>施展范围 {6}</color>\n<color=cyan>消耗内力 {7}</color>\n<color=yellow>消耗怒气 {8}</color>\n
405,{0}\n<color=black>覆盖类型 {1}</color>\n<color=black>覆盖范围 {2}</color>\n<color=black>施展范围 {3}</color>\n<color=cyan>消耗内力 {4}</color>\n<color=yellow>消耗怒气 {5}</color>\n
406,战场消耗品
407,武器
408,防具
409,饰品
410,武学经书
411,任务物品
412,消耗品：技能书
413,消耗品：天赋书
414,消耗品：永久增强性物品
415,特殊物品
416,武学残章
417,神秘道具
418,特殊装备
419,武学秘籍
420,普通
421,高级
422,稀有
423,神器
424,史诗
425,装备
426,修炼
427,使用
428,条件
429,天赋
430,冷却回合数
431,角色等级
432,是
433,否
434,不能具有天赋
435,具有天赋
436,或
437,角色KEY不能为
438,角色KEY为
439,没有完成任务
440,完成任务
441,要求:
442,物品效果:
443,技能:
444,等级
445,特殊技能:
446,附加效果:
447,+特效 {0}
448,+生命 {0}
449,+恢复生命 {0}%
450,+内力 {0}
451,+恢复内力 {0}%
452,+怒气 {0}
453,+生命上限 {0}
454,+内力上限 {0}
455,+攻击力 {0} +暴击概率 {1}%
456,+防御力 {0} 减少受到暴击概率 {1}%
457,外功招式 {0},等级上限 {1}
458,内功心法 {0},等级上限 {1}
459,特殊技能 {0}
460,+天赋 {0}(被动生效)\n　{1}
461,+天赋 {0}(装备生效)\n　{1}
462,+解毒 等级 {0},减少中毒持续回合 {1}
463,+时装 {0}
464,+时装(装备生效) {0}
465,+技能【{0}】威力 {1}%
466,+内功【{0}】增益 {1}%
467,+攻击吸血 {0}%
468,+攻击吸血(装备生效) {0}%
469,+奥义【{0}】威力 {1}% +发动概率 {2}%
470,+拳掌系技能加成 {0}%
471,+剑系技能加成 {0}%
472,+刀系技能加成 {0}%
473,+奇门系技能加成 {0}%
474,+仙术系技能加成 {0}%
475,+暴击伤害 {0}%
476,+暴击概率 {0}%
477,+攻击命中率 {0}%
478,+攻击命中率(装备生效) {0}%
479,+战斗集气速度 {0}
480,+战斗集气速度(装备生效) {0}
481,+抵抗不良状态几率 {0}%
482,+抵抗不良状态几率(装备生效) {0}%
483,+绝技【{0}】威力 {1}%
484,+根骨上限 {0}
485,+臂力上限 {0}
486,+福缘上限 {0}
487,+身法上限 {0}
488,+定力上限 {0}
489,+悟性上限 {0}
490,+搏击格斗上限 {0}
491,+使剑技巧上限 {0}
492,+耍刀技巧上限 {0}
493,+奇门兵器上限 {0}
494,+战斗特效 {0}
495,+战斗特效(装备生效) {0}
496,练武奇才
497,*变性为【男】
498,*变性为【女】
499,*变性为【动物】
500,*主性格转化为【{0}】
501,*副性格转化为【{0}】
502,*主性格转化为【{0}】\n*副性格转化为【{1}】
503,*移除天赋 {0}
504,选择你需要装备的{0}
505,<color=red>{0}</color> <color=blue>【消耗武学常识:{1}】</color>\n<color=black>{2}</color>\n\n
506,<color=yellow>{0}</color> <color=blue>【装备/武学被动生效】【{3}】</color>\n<color=black>{2}</color>\n\n
507,<color=cyan>{0}</color> <color=blue>【外功装备天赋】【{3}】</color>\n<color=black>{2}</color>\n\n
508,<color=cyan>{0}</color> <color=blue>【内功装备天赋】【{3}】</color>\n<color=black>{2}</color>\n\n
509,武学常识 {0}/{1}　天赋总数 {2}
510,存档
511,自动存档
512,快速存档
513,提示，删除【{0}】将不可找回，确认吗？
514,提示，【{0}】已损坏。删除吗？
515,提示，将覆盖【{0}】。确认吗？
516,莫邪
517,音效.加点
518,还是先跟着[[red:地图提示]]，完成新手任务吧。如果忘了任务是什么，点击右下的[[yellow:日志]]按钮可以查看。
519,中毒
520,恢复
521,内伤
522,集气
523,怒气
524,攻击强化
525,飘渺
526,左右互搏
527,神速攻击
528,醉酒
529,致盲
530,缓速
531,晕眩
532,攻击弱化
533,诸般封印
534,剑封印
535,刀封印
536,拳掌封印
537,奇门封印
538,特技封印
539,仙术封印
540,溜须拍马
541,易容
542,伤害加深
543,圣战
544,重伤
545,定身
546,轻身
547,防御强化
548,防御弱化
549,魔神降临
550,封穴
551,麻痹
552,神行
553,狂战
554,坚守
555,沾衣十八跌
556,迷魂
557,陨灭
558,嘲讽
559,胆怯
560,{0}已标记
561,外功
562,内功
563,绝技
564,特殊技能
565,奥义
566,<color=yellow>特效:{0}({1})</color>
567, <color=yellow>持续{0}回合</color>
568, <color=red>必定命中</color>
569, <color=yellow>命中概率:{0}%</color>
570, <color=yellow>命中概率:未知</color>
571, <color=grey>命中概率:无法命中</color>
572,正常
573,怒气不足
574,冷却中
575,内力不足
576,被封印
577,【拳系】
578,【剑系】
579,【刀系】
580,【奇门】
581,【内功】
582,【仙术】
583,生命上限#内力上限#搏击格斗#使剑技巧#耍刀技巧#奇门兵器#根骨#臂力#福缘#身法#定力#悟性
584,空存档
585,损坏的存档
586,<color=magenta>难度:无悔</color>
587,<color=yellow>难度:进阶</color>
588,<color=red>难度:炼狱</color>
589,<color=white>难度:简单</color>
590,周目:{0}
591,{0}  <color=yellow>({5})</color>  队伍{6}人\n{1}\n{3}<color=white>\t\t{4}\n当前位置:{2}</color>\n存档时间:{7}
592,简单:周目{0}
593,进阶:周目{0}
594,无悔:周目{0}
595,炼狱:周目{0}
596,价格
597,提示，若当前没有存档将丢失目前进度，确认吗？
598,生命 {2}/{3}\n内力 {4}/{5}\n
599,时间限制 {0}/{1}
600,打鸡血
601,诗酒飘零
602,凌波微步
603,雪遁步行
604,溜须拍马
605,易容术
606,梯云纵
607,逍遥游
608,笑傲江湖曲
609,清心普善咒
610,阿碧的歌声
611,吴侬软语
612,武穆兵法
613,飞星术
614,华佗再世
615,过肩摔
616,神龙摆尾
617,闪电貂
618,解毒
619,六合劲
620,腐尸毒
621,掌心雷
622,火枪
623,撒石灰
624,扳手腕
625,一刀两断
626,沉鱼落雁
627,同归剑法
628,天地同寿
629,襄儿的心愿
630,音效.咆哮
631,平一指
632,袁承志
633,段誉
634,木婉清
635,越女剑法奥义式
636,金蛇剑法
637,葵花诀
638,幽华冥引
639,锦绣针法
640,岳家枪法
641,军魂不灭.
642,太玄神功
643,金刚伏魔鞭
644,日月神鞭
645,飘雪穿云掌
646,四象掌
647,佛光普照
648,截手九式
649,峨眉剑法
650,回风拂柳剑
651,灭剑绝剑
652,九阴白骨爪
653,霹雳雷火弹
654,落英神剑掌
655,玉箫剑法
656,弹指神通
657,碧海潮生
658,黑沼灵狐
659,九阴神爪奥义式
660,太极拳
661,太极剑
662,绵掌
663,玄虚刀法
664,倚天屠龙笔法
665,柔云剑法
666,云意
667,绕指柔剑
668,神门十三剑
669,绝户虎爪手
670,化骨绵掌
671,大力金刚指
672,如来神掌
673,罗汉拳
674,韦陀棍
675,少林.横扫千军
676,般若掌
677,少林.观照般若
678,拈花指
679,拈花一指
680,伏魔棍
681,少林.韦陀伏魔
682,少林.伏魔禅杖
683,达摩剑法
684,大金刚掌
685,千手观音
686,如来千叶手
687,天竺佛指
688,须弥山掌
689,燃木刀法
690,达摩焚天
691,龙爪手
692,降龙十八掌
693,打狗棒法
694,易筋经
695,擒龙功
696,铁剑剑法
697,漫天花雨
698,碧落苍穹
699,铁血大旗功
700,九阴神功
701,兰花拂穴手
702,碧波掌
703,六脉神剑
704,一阳指
705,阴阳双指
706,天南一指
707,纯阳一指
708,先天一指
709,血刀大法
710,血海魔功.血魔刀
711,墨拳
712,墨剑
713,缚星锁
714,混元掌
715,混元功
716,玄铁剑法
717,黯然销魂
718,绝学.无招胜有招
719,胡家刀法
720,绝学.刀剑归真
721,太极
722,太极神功
723,纯阳无极功
724,蛤蟆功
725,葵花宝典
726,辟邪剑法
727,连城剑法
728,绝学.唐诗剑法
729,北冥神功
730,罗汉伏魔功
731,乾坤大挪移心法
732,分析
733,战\n斗\n记\n录
734,点击以下图标进行属性点分配
735,选择你要洗练的技能\n<color=red>警告：将删除该技能</color>
736,提示，你不能移除当前装备的内功。
737,<color=yellow>【{0}】</color>文件已生成，请转到目录中查看。目录为：\n{1}
738,<color=green>适性:阴阳调和</color><color=cyan>(阴{0}%)</color><color=yellow>(阳{1}%)</color>\n
739,\n攻击力:\n 下限:{0}\n 上限:{1}\n
740,\n触发奥义(概率):\n
741,\n做为条件触发奥义:\n
742,\n覆盖范围(受战场格数限制) {0}\n
743,暗器
744,战斗BUFF显示
745,已扣除物品【{0}】1个
746,庄生晓梦迷蝴蝶，望帝春心托杜鹃...#佛光普照空悲切，西子捧心谁能绝！#貂蝉拜月望不断，昭君出塞意缠绵！#此情可待成追忆？只是当时已惘然...
747,{0}天赋【{1}】发动，增加攻击力
748,以静制动，以柔克刚#辩位于尺寸毫厘，制动于擒扑封闭#太极生圆#以静为基，以柔为形#意气劲形，心息相随
749,无色无相，无嗔无狂。#一花一世界，一叶一菩提。#扫地扫地扫心地，心地不扫空扫地。#冤冤相报何时了#无所来兮无所从，无所始兮无所终。#你们这是，自寻死路！#不如天下的罪业都归于我吧！
750,龙战于野！#或跃在渊！#吃我这一招！#拿酒来！#谁说星宿武功更胜丐帮降龙十八掌？#乔峰顶天立地，岂是贪生怕死之辈！#你们一起上吧！#大丈夫以寡敌众，也是等闲之事！
751,看我铁剑门的厉害！#吃我这一招！#铁剑掌门！
752,蓉儿，看我的！#侠之大者，为国为民#呵！！#无愧于天、无愧于心#鞠躬尽瘁，死而后己
753,靖哥哥，看我的！#冰纨雪柳映参差, 轻舟绰立仙人姿#玲珑心璇玑轻巧思#风霜剥去青颜，皓首枯心也相知#慧骨灵心济国危，衣衫似雪雪如肌#襄阳城破家亡日，重寄桃花第一枝
754,无形剑气！#大理段氏的威名！#我戳死你！
755,婉妹，我绝不辜负你的期望！#婉妹，看我段誉大显神通！#婉妹，有我在！
756,阿九，我绝不辜负你的期望！#阿九妹子...你如今真的出家了么？！#阿九...
757,竟然敢打我？！
758,{0}的溜须拍马状态取消！
759,给我飞吧！
760,{0}被击飞\n{1}天赋【飞向天际】发动
761,{0}天赋【军阵】发动，全队均分伤害
762,气血上限-{0}
763,{0}天赋【伤口撕裂】发动，攻击次数{1}，累积伤害{2}
764,反噬内力-{0}
765,{0}天赋【吸星大法】发动，{1}被反噬内力{2}
766,我段某人帅么~#哎呀，看我段某人给你秀秀~#我就是镇南王爷段正淳~
767,{0}天赋【段王爷的电眼】发动，{1}被秀晕了
768,浅斟低吟浮名尽 (天赋*至空至明发动)#流觞曲水入梦来 (天赋*至空至明发动)
769,{0}天赋【至空至明】发动，所有技能冷却
770,{0}天赋【无形剑气】发动，造成额外伤害{1}
771,{0}对{1}攻击MISS！
772,{0}躲避攻击！效果【{1}】发动
773,{0}天赋【{1}】发动，躲避攻击
774,敏敏，我没事的！ (天赋*赵敏的眷念发动)
775,看我神行百变！
776,好汉，饶命饶命饶命..（念晕你！）
777,{0}天赋【鹿鼎.一品鹿鼎公】发动，躲避攻击。{1}被念晕了
778,他好帅，真舍不得伤害他..(天赋*段王爷的电眼发动)
779,让我穿针眼？算了吧！
780,{0}天赋【白内障】发动，MISS！
781,我闪！ (天赋*飘然发动)
782,我立于天下武学的巅峰！ (天赋*孤独求败发动)
783,{0}天赋【沾衣十八跌】发动，躲避攻击。{1}被震晕了
784,{0}天赋【奇门遁甲】发动，必定命中
785,我掐指一算，哎呀，你有血光之灾！
786,{0}天赋【铁口直断】发动，命中
787,{0}天赋【锐眼】发动，命中
788,哼！我看到了真相！
789,嘿嘿...{0}天赋【摧筋破骨】发动！
790,{0}天赋【摧筋破骨】发动，{1}气血上限减少{2}
791,{0}阵法【真武七截阵】发动，叠加攻击效果
792,{0}阵法【真武七截阵】发动，增加防御力
793,{0}金刚伏魔圈发动，叠加攻击效果
794,金刚伏魔圈解除！
795,{0}金刚伏魔圈被破阵了！
796,以彼之道，还施彼身！
797,-内力{0}
798,+内力{0}
799,{0}天赋【斗转星移】发动，躲避攻击，反弹伤害{1}，反弹内力{2}
800,{0}天赋【鲲跃北溟】发动，被动吸取内力{1}
801,{0}天赋【不老长春】发动，回血{1}
802,{0}由于重伤，回血效果减半
803,不老长春回血{0}
804,{0}天赋【死生茫茫】发动，{1}气血上限-{2}
805,{0}天赋【死生茫茫】发动，吸血{1}
806,吸血{0}
807,啊！好疼！
808,嘿嘿...{0}天赋【死生茫茫】发动！
809,{0}阵法【五行阵】发动，增加防御力
810,【八卦阵】发动，替我挡着！
811,{0}阵法【八卦阵】发动，增加防御力
812,看招~{0}易容后，发动奇袭！
813,{0}发动奇袭，攻击力增加，易容取消
814,嘿嘿嘿，吸光你们！
815,血...
816,看我血刀门的厉害！
817,{0}吸血{1}
818,吸内{0}
819,{0}天赋【北冥神功】发动，{1}被吸取内力{2}
820,{0}天赋【鲲跃北溟】发动，{1}被吸取内力{2}
821,{0}天赋【化功大法】发动，被{1}反噬内力{2}
822,{0}天赋【化功大法】发动，{1}被化去内力{2}
823,{0}天赋【吸星大法】发动，{1}被吸取内力{2}
824,穴位被封！
825,{0}被吸星大法封穴
826,-集气{0}
827,{0}天赋【玄门罡气】发动。{1}减少集气{2}
828,暴击
829,暴击！！{0}受到伤害【{1}】
830,{0}受到伤害【{1}】
831,{0}恢复生命值【{1}】
832,-怒气{0}
833,+怒气{0}
834,{0}天赋【墨家传人】发动，对{1}附加{2}不良状态
835,{0}获得增益状态【{1}】，等级{2}
836,{0}圣战状态，不受一切减益效果影响
837,{0}天赋【毒系精通】发动，增强用毒效果
838,我毒！天赋*毒系精通发动！
839,{0}天赋【毒圣】发动，增强用毒效果
840,无人能解！天赋*毒圣发动！
841,{0}获得减益状态【{1}】，等级{2}
842,{0}中毒状态已解除
843,{0}天赋【斗魂】发动，怒气增益翻倍
844,{0}天赋【左右互搏】发动
845,{0}天赋【素心神剑】发动
846,多重攻击-{0}
847,多重恢复+{0}
848,多重攻击！！{0}受到伤害{1}
849,多重恢复！！{0}恢复生命值{1}
850,无招胜有招！#剑随心动
851,一双铁拳打天下！#看谁的拳头更硬！
852,来自异世的威力！#天外飞仙！
853,绝不会倒下！#固若金汤！
854,金刚不坏很耐打！#壮哉我！抗住啊！
855,混元一气！#引气归田#抱元归一
856,杀杀杀！#跟我来！
857,还是不能随心所欲施展……#六脉神剑，给我挣点气呀#啊呀，对不起！
858,花姑娘，大大的！#哟西，花姑娘！#美女，我所欲也
859,色狼，受死吧！#讨厌！
860,黯然销魂，唯别而已。#最使人失魂落魄的，莫过于别离啊..
861,重剑无锋，大巧不工。#指天天崩，划地地裂。
862,雪山飞狐！#飞天狐狸！
863,洞悉一切弱点#你不是我的对手#我，站在天下武学之巅
864,以柔克刚！#左右野马分鬃#白鹤晾翅#左揽雀尾
